No.;Time;Source;Destination;Protocol;Length;Info;;;time 1;time 2;Delay;Delay 1;Delay 2;jitter 
9452;345.341821;157.240.218.60;192.168.1.7;TLSv1.2;271;Application Data;;;345.341821;345.341986;0.000165;0.000119;4.6E-05;-7.3E-05
9453;345.341986;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;345.341986;345.342032;4.6E-05;-1.535412;1.535458;3.07087
9454;345.342032;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=25488 Win=255 Len=0;;;345.342032;346.87749;1.535458;1.483729;0.051729;-1.432
9455;346.87749;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;346.87749;346.929219;0.051729;-2.226011;2.27774;4.503751
9456;346.929219;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=25666 Win=261 Len=0;;;346.929219;349.206959;2.27774;2.242767;0.034973;-2.207794
9457;349.206959;192.168.1.7;35.186.224.25;TCP;66;62890  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;349.206959;349.241932;0.034973;0.034768;0.000205;-0.034563
9458;349.241932;35.186.224.25;192.168.1.7;TCP;66;443  >  62890 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 WS=256;;;349.241932;349.242137;0.000205;-0.000718;0.000923;0.001641
9459;349.242137;192.168.1.7;35.186.224.25;TCP;54;62890  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0;;;349.242137;349.24306;0.000923;-0.023967;0.02489;0.048857
9460;349.24306;192.168.1.7;35.186.224.25;TLSv1.3;571;Client Hello;;;349.24306;349.26795;0.02489;0.024743;0.000147;-0.024596
9461;349.26795;35.186.224.25;192.168.1.7;TCP;54;443  >  62890 [ACK] Seq=1 Ack=518 Win=66816 Len=0;;;349.26795;349.268097;0.000147;4E-05;0.000107;6.7E-05
9462;349.268097;35.186.224.25;192.168.1.7;TLSv1.3;1484;Server Hello, Change Cipher Spec;;;349.268097;349.268204;0.000107;5.1E-05;5.6E-05;5E-06
9463;349.268204;35.186.224.25;192.168.1.7;TCP;1484;443  >  62890 [PSH, ACK] Seq=1431 Ack=518 Win=66816 Len=1430 [TCP segment of a reassembled PDU];;;349.268204;349.26826;5.6E-05;-5.2E-05;0.000108;0.00016
9464;349.26826;192.168.1.7;35.186.224.25;TCP;54;62890  >  443 [ACK] Seq=518 Ack=2861 Win=65536 Len=0;;;349.26826;349.268368;0.000108;-0.001258;0.001366;0.002624
9465;349.268368;35.186.224.25;192.168.1.7;TLSv1.3;654;Application Data;;;349.268368;349.269734;0.001366;0.001043;0.000323;-0.00072
9466;349.269734;192.168.1.7;35.186.224.25;TLSv1.3;118;Change Cipher Spec, Application Data;;;349.269734;349.270057;0.000323;-5E-06;0.000328;0.000333
9467;349.270057;192.168.1.7;35.186.224.25;TLSv1.3;146;Application Data;;;349.270057;349.270385;0.000328;0.000196;0.000132;-6.4E-05
9468;349.270385;192.168.1.7;35.186.224.25;TLSv1.3;855;Application Data;;;349.270385;349.270517;0.000132;0.000132;0;-0.000132
9469;349.270517;192.168.1.7;35.186.224.25;TCP;1484;62890  >  443 [ACK] Seq=1475 Ack=3461 Win=65024 Len=1430 [TCP segment of a reassembled PDU];;;349.270517;349.270517;0;-0.039665;0.039665;0.07933
9470;349.270517;192.168.1.7;35.186.224.25;TLSv1.3;520;Application Data;;;349.270517;349.310182;0.039665;0.039452;0.000213;-0.039239
9471;349.310182;35.186.224.25;192.168.1.7;TLSv1.3;634;Application Data, Application Data;;;349.310182;349.310395;0.000213;0.000149;6.4E-05;-8.5E-05
9472;349.310395;35.186.224.25;192.168.1.7;TLSv1.3;85;Application Data;;;349.310395;349.310459;6.4E-05;-5E-05;0.000114;0.000164
9473;349.310459;192.168.1.7;35.186.224.25;TCP;54;62890  >  443 [ACK] Seq=3371 Ack=4072 Win=64512 Len=0;;;349.310459;349.310573;0.000114;6.2E-05;5.2E-05;-1E-05
9474;349.310573;35.186.224.25;192.168.1.7;TCP;56;443  >  62890 [ACK] Seq=4072 Ack=2905 Win=72448 Len=0;;;349.310573;349.310625;5.2E-05;-0.000178;0.00023;0.000408
9475;349.310625;35.186.224.25;192.168.1.7;TCP;56;443  >  62890 [ACK] Seq=4072 Ack=3371 Win=75264 Len=0;;;349.310625;349.310855;0.00023;-0.025632;0.025862;0.051494
9476;349.310855;192.168.1.7;35.186.224.25;TLSv1.3;85;Application Data;;;349.310855;349.336717;0.025862;-0.091605;0.117467;0.209072
9477;349.336717;35.186.224.25;192.168.1.7;TCP;56;443  >  62890 [ACK] Seq=4072 Ack=3402 Win=75264 Len=0;;;349.336717;349.454184;0.117467;0.115886;0.001581;-0.114305
9478;349.454184;35.186.224.25;192.168.1.7;TLSv1.3;511;Application Data;;;349.454184;349.455765;0.001581;-0.033248;0.034829;0.068077
9479;349.455765;192.168.1.7;35.186.224.25;TLSv1.3;93;Application Data;;;349.455765;349.490594;0.034829;-2.090283;2.125112;4.215395
9480;349.490594;35.186.224.25;192.168.1.7;TCP;56;443  >  62890 [ACK] Seq=4529 Ack=3441 Win=75264 Len=0;;;349.490594;351.615706;2.125112;1.86854;0.256572;-1.611968
9484;351.615706;192.168.1.7;52.188.144.172;TCP;66;62891  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;351.615706;351.872278;0.256572;0.256334;0.000238;-0.256096
9485;351.872278;52.188.144.172;192.168.1.7;TCP;66;443  >  62891 [SYN, ACK] Seq=0 Ack=1 Win=16385 Len=0 MSS=1440 WS=1024 SACK_PERM=1;;;351.872278;351.872516;0.000238;-0.001173;0.001411;0.002584
9486;351.872516;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0;;;351.872516;351.873927;0.001411;-0.247461;0.248872;0.496333
9487;351.873927;192.168.1.7;52.188.144.172;TLSv1.2;253;Client Hello;;;351.873927;352.122799;0.248872;0.248699;0.000173;-0.248526
9488;352.122799;52.188.144.172;192.168.1.7;TCP;54;443  >  62891 [ACK] Seq=1 Ack=200 Win=16384 Len=0;;;352.122799;352.122972;0.000173;5.1E-05;0.000122;7.1E-05
9489;352.122972;52.188.144.172;192.168.1.7;TLSv1.2;1506;Server Hello;;;352.122972;352.123094;0.000122;6.8E-05;5.4E-05;-1.4E-05
9490;352.123094;52.188.144.172;192.168.1.7;TCP;1506;443  >  62891 [ACK] Seq=1453 Ack=200 Win=17408 Len=1452 [TCP segment of a reassembled PDU];;;352.123094;352.123148;5.4E-05;-3.2E-05;8.6E-05;0.000118
9491;352.123148;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=200 Ack=2905 Win=66048 Len=0;;;352.123148;352.123234;8.6E-05;-0.007533;0.007619;0.015152
9492;352.123234;52.188.144.172;192.168.1.7;TLSv1.2;523;Certificate, Server Key Exchange, Server Hello Done;;;352.123234;352.130853;0.007619;-0.08867;0.096289;0.184959
9493;352.130853;192.168.1.7;52.188.144.172;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;352.130853;352.227142;0.096289;0.069342;0.026947;-0.042395
9495;352.227142;192.168.1.7;35.186.224.39;TLSv1.2;97;Application Data;;;352.227142;352.254089;0.026947;-0.036327;0.063274;0.099601
9496;352.254089;35.186.224.39;192.168.1.7;TCP;56;443  >  49752 [ACK] Seq=441 Ack=517 Win=272 Len=0;;;352.254089;352.317363;0.063274;0.015812;0.047462;0.03165
9497;352.317363;35.186.224.39;192.168.1.7;TLSv1.2;94;Application Data;;;352.317363;352.364825;0.047462;0.034493;0.012969;-0.021524
9498;352.364825;192.168.1.7;35.186.224.39;TCP;54;49752  >  443 [ACK] Seq=517 Ack=481 Win=256 Len=0;;;352.364825;352.377794;0.012969;0.009419;0.00355;-0.005869
9499;352.377794;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=3374 Ack=326 Win=16384 Len=0;;;352.377794;352.381344;0.00355;-0.002786;0.006336;0.009122
9500;352.381344;52.188.144.172;192.168.1.7;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;352.381344;352.38768;0.006336;-0.248411;0.254747;0.503158
9501;352.38768;192.168.1.7;52.188.144.172;TLSv1.2;672;Application Data;;;352.38768;352.642427;0.254747;0.158206;0.096541;-0.061665
9502;352.642427;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=3648 Ack=944 Win=16384 Len=0;;;352.642427;352.738968;0.096541;0.096367;0.000174;-0.096193
9503;352.738968;52.188.144.172;192.168.1.7;TLSv1.2;343;Application Data;;;352.738968;352.739142;0.000174;0.000115;5.9E-05;-5.6E-05
9504;352.739142;52.188.144.172;192.168.1.7;TLSv1.2;86;Application Data;;;352.739142;352.739201;5.9E-05;-4.5E-05;0.000104;0.000149
9505;352.739201;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=944 Ack=3969 Win=65024 Len=0;;;352.739201;352.739305;0.000104;4.9E-05;5.5E-05;6E-06
9506;352.739305;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;352.739305;352.73936;5.5E-05;2.5E-05;3E-05;5E-06
9507;352.73936;52.188.144.172;192.168.1.7;TLSv1.2;85;Application Data;;;352.73936;352.73939;3E-05;-0.000739;0.000769;0.001508
9508;352.73939;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=944 Ack=4042 Win=65024 Len=0;;;352.73939;352.740159;0.000769;-0.003795;0.004564;0.008359
9509;352.740159;52.188.144.172;192.168.1.7;TLSv1.2;88;Application Data;;;352.740159;352.744723;0.004564;-0.245589;0.250153;0.495742
9510;352.744723;192.168.1.7;52.188.144.172;TLSv1.2;662;Application Data;;;352.744723;352.994876;0.250153;0.249977;0.000176;-0.249801
9511;352.994876;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;352.994876;352.995052;0.000176;0.000133;4.3E-05;-9E-05
9512;352.995052;157.240.218.60;192.168.1.7;TCP;151;[TCP Retransmission] 443  >  62691 [PSH, ACK] Seq=25666 Ack=209 Win=728 Len=97;;;352.995052;352.995095;4.3E-05;-4E-05;8.3E-05;0.000123
9513;352.995095;192.168.1.7;157.240.218.60;TCP;66;62691  >  443 [ACK] Seq=209 Ack=25763 Win=260 Len=0 SLE=25666 SRE=25763;;;352.995095;352.995178;8.3E-05;-0.181541;0.181624;0.363165
9514;352.995178;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=4076 Ack=1552 Win=16384 Len=0;;;352.995178;353.176802;0.181624;0.181382;0.000242;-0.18114
9516;353.176802;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;353.176802;353.177044;0.000242;0.000186;5.6E-05;-0.00013
9517;353.177044;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;353.177044;353.1771;5.6E-05;-0.002232;0.002288;0.00452
9518;353.1771;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=1552 Ack=4399 Win=66048 Len=0;;;353.1771;353.179388;0.002288;-0.3207;0.322988;0.643688
9519;353.179388;192.168.1.7;52.188.144.172;TLSv1.2;669;Application Data;;;353.179388;353.502376;0.322988;0.308234;0.014754;-0.29348
9520;353.502376;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=4399 Ack=2167 Win=16384 Len=0;;;353.502376;353.51713;0.014754;0.014573;0.000181;-0.014392
9521;353.51713;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;353.51713;353.517311;0.000181;0.000116;6.5E-05;-5.1E-05
9522;353.517311;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;353.517311;353.517376;6.5E-05;-0.003387;0.003452;0.006839
9523;353.517376;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=2167 Ack=4722 Win=65792 Len=0;;;353.517376;353.520828;0.003452;-0.429504;0.432956;0.86246
9524;353.520828;192.168.1.7;52.188.144.172;TLSv1.2;672;Application Data;;;353.520828;353.953784;0.432956;0.402252;0.030704;-0.371548
9525;353.953784;192.168.1.7;35.186.224.25;TCP;54;62890  >  443 [FIN, ACK] Seq=3441 Ack=4529 Win=65536 Len=0;;;353.953784;353.984488;0.030704;-0.008831;0.039535;0.048366
9526;353.984488;192.168.1.7;52.188.144.172;TCP;672;[TCP Retransmission] 62891  >  443 [PSH, ACK] Seq=2167 Ack=4722 Win=65792 Len=618;;;353.984488;354.024023;0.039535;0.039384;0.000151;-0.039233
9527;354.024023;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=4722 Ack=2785 Win=16384 Len=0;;;354.024023;354.024174;0.000151;3.2E-05;0.000119;8.7E-05
9528;354.024174;52.188.144.172;192.168.1.7;TLSv1.2;343;Application Data;;;354.024174;354.024293;0.000119;5.4E-05;6.5E-05;1.1E-05
9529;354.024293;52.188.144.172;192.168.1.7;TLSv1.2;86;Application Data;;;354.024293;354.024358;6.5E-05;-5.4E-05;0.000119;0.000173
9530;354.024358;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=2785 Ack=5043 Win=65536 Len=0;;;354.024358;354.024477;0.000119;2.9E-05;9E-05;6.1E-05
9531;354.024477;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;354.024477;354.024567;9E-05;5E-05;4E-05;-1E-05
9532;354.024567;52.188.144.172;192.168.1.7;TLSv1.2;85;Application Data;;;354.024567;354.024607;4E-05;-3.2E-05;7.2E-05;0.000104
9533;354.024607;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=2785 Ack=5116 Win=65280 Len=0;;;354.024607;354.024679;7.2E-05;-0.003444;0.003516;0.00696
9534;354.024679;52.188.144.172;192.168.1.7;TLSv1.2;88;Application Data;;;354.024679;354.028195;0.003516;-0.005935;0.009451;0.015386
9535;354.028195;192.168.1.7;52.188.144.172;TLSv1.2;704;Application Data;;;354.028195;354.037646;0.009451;0.009301;0.00015;-0.009151
9536;354.037646;35.186.224.25;192.168.1.7;TCP;54;443  >  62890 [FIN, ACK] Seq=4529 Ack=3442 Win=75264 Len=0;;;354.037646;354.037796;0.00015;-0.273062;0.273212;0.546274
9537;354.037796;192.168.1.7;35.186.224.25;TCP;54;62890  >  443 [ACK] Seq=3442 Ack=4530 Win=65536 Len=0;;;354.037796;354.311008;0.273212;0.273056;0.000156;-0.2729
9541;354.311008;52.188.144.172;192.168.1.7;TCP;56;[TCP Dup ACK 9527#1] 443  >  62891 [ACK] Seq=5150 Ack=2785 Win=17408 Len=0;;;354.311008;354.311164;0.000156;-0.058479;0.058635;0.117114
9542;354.311164;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=5150 Ack=3435 Win=16384 Len=0;;;354.311164;354.369799;0.058635;0.058417;0.000218;-0.058199
9543;354.369799;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;354.369799;354.370017;0.000218;0.000156;6.2E-05;-9.4E-05
9544;354.370017;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;354.370017;354.370079;6.2E-05;-0.004326;0.004388;0.008714
9545;354.370079;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=3435 Ack=5473 Win=65024 Len=0;;;354.370079;354.374467;0.004388;-0.272911;0.277299;0.55021
9546;354.374467;192.168.1.7;52.188.144.172;TLSv1.2;669;Application Data;;;354.374467;354.651766;0.277299;0.214961;0.062338;-0.152623
9547;354.651766;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=5473 Ack=4050 Win=16384 Len=0;;;354.651766;354.714104;0.062338;0.061983;0.000355;-0.061628
9548;354.714104;52.188.144.172;192.168.1.7;TLSv1.2;343;Application Data;;;354.714104;354.714459;0.000355;0.000284;7.1E-05;-0.000213
9549;354.714459;52.188.144.172;192.168.1.7;TLSv1.2;86;Application Data;;;354.714459;354.71453;7.1E-05;-0.000162;0.000233;0.000395
9550;354.71453;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=4050 Ack=5794 Win=64768 Len=0;;;354.71453;354.714763;0.000233;0.000165;6.8E-05;-9.7E-05
9551;354.714763;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;354.714763;354.714831;6.8E-05;2.4E-05;4.4E-05;2E-05
9552;354.714831;52.188.144.172;192.168.1.7;TLSv1.2;85;Application Data;;;354.714831;354.714875;4.4E-05;-1.5E-05;5.9E-05;7.4E-05
9553;354.714875;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=4050 Ack=5867 Win=66048 Len=0;;;354.714875;354.714934;5.9E-05;-0.002554;0.002613;0.005167
9554;354.714934;52.188.144.172;192.168.1.7;TLSv1.2;88;Application Data;;;354.714934;354.717547;0.002613;-0.250353;0.252966;0.503319
9555;354.717547;192.168.1.7;52.188.144.172;TLSv1.2;662;Application Data;;;354.717547;354.970513;0.252966;0.091536;0.16143;0.069894
9556;354.970513;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=5901 Ack=4658 Win=16384 Len=0;;;354.970513;355.131943;0.16143;0.161226;0.000204;-0.161022
9557;355.131943;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;355.131943;355.132147;0.000204;0.000142;6.2E-05;-8E-05
9558;355.132147;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;355.132147;355.132209;6.2E-05;-0.001881;0.001943;0.003824
9559;355.132209;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=4658 Ack=6224 Win=65792 Len=0;;;355.132209;355.134152;0.001943;-0.247443;0.249386;0.496829
9560;355.134152;192.168.1.7;52.188.144.172;TLSv1.2;685;Application Data;;;355.134152;355.383538;0.249386;0.16555;0.083836;-0.081714
9561;355.383538;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=6224 Ack=5289 Win=16384 Len=0;;;355.383538;355.467374;0.083836;0.083201;0.000635;-0.082566
9562;355.467374;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;355.467374;355.468009;0.000635;0.000474;0.000161;-0.000313
9563;355.468009;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;355.468009;355.46817;0.000161;-0.002639;0.0028;0.005439
9564;355.46817;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=5289 Ack=6547 Win=65536 Len=0;;;355.46817;355.47097;0.0028;-0.25427;0.25707;0.51134
9565;355.47097;192.168.1.7;52.188.144.172;TLSv1.2;669;Application Data;;;355.47097;355.72804;0.25707;0.180064;0.077006;-0.103058
9566;355.72804;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=6547 Ack=5904 Win=16384 Len=0;;;355.72804;355.805046;0.077006;0.076823;0.000183;-0.07664
9567;355.805046;52.188.144.172;192.168.1.7;TLSv1.2;343;Application Data;;;355.805046;355.805229;0.000183;0.000128;5.5E-05;-7.3E-05
9568;355.805229;52.188.144.172;192.168.1.7;TLSv1.2;86;Application Data;;;355.805229;355.805284;5.5E-05;-2.8E-05;8.3E-05;0.000111
9569;355.805284;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=5904 Ack=6868 Win=65024 Len=0;;;355.805284;355.805367;8.3E-05;2.1E-05;6.2E-05;4.1E-05
9570;355.805367;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;355.805367;355.805429;6.2E-05;2.6E-05;3.6E-05;1E-05
9571;355.805429;52.188.144.172;192.168.1.7;TLSv1.2;85;Application Data;;;355.805429;355.805465;3.6E-05;-0.000683;0.000719;0.001402
9572;355.805465;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=5904 Ack=6941 Win=65024 Len=0;;;355.805465;355.806184;0.000719;-0.001568;0.002287;0.003855
9573;355.806184;52.188.144.172;192.168.1.7;TLSv1.2;88;Application Data;;;355.806184;355.808471;0.002287;-0.245699;0.247986;0.493685
9574;355.808471;192.168.1.7;52.188.144.172;TLSv1.2;672;Application Data;;;355.808471;356.056457;0.247986;0.14393;0.104056;-0.039874
9575;356.056457;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=6975 Ack=6522 Win=16384 Len=0;;;356.056457;356.160513;0.104056;0.103708;0.000348;-0.10336
9576;356.160513;52.188.144.172;192.168.1.7;TLSv1.2;343;Application Data;;;356.160513;356.160861;0.000348;0.000271;7.7E-05;-0.000194
9577;356.160861;52.188.144.172;192.168.1.7;TLSv1.2;86;Application Data;;;356.160861;356.160938;7.7E-05;-0.000328;0.000405;0.000733
9578;356.160938;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=6522 Ack=7296 Win=64768 Len=0;;;356.160938;356.161343;0.000405;0.00031;9.5E-05;-0.000215
9579;356.161343;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;356.161343;356.161438;9.5E-05;4.8E-05;4.7E-05;-1E-06
9580;356.161438;52.188.144.172;192.168.1.7;TLSv1.2;85;Application Data;;;356.161438;356.161485;4.7E-05;-3.4E-05;8.1E-05;0.000115
9581;356.161485;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=6522 Ack=7369 Win=66048 Len=0;;;356.161485;356.161566;8.1E-05;-0.003385;0.003466;0.006851
9582;356.161566;52.188.144.172;192.168.1.7;TLSv1.2;88;Application Data;;;356.161566;356.165032;0.003466;-0.243595;0.247061;0.490656
9583;356.165032;192.168.1.7;52.188.144.172;TLSv1.2;704;Application Data;;;356.165032;356.412093;0.247061;0.139131;0.10793;-0.031201
9584;356.412093;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=7403 Ack=7172 Win=16384 Len=0;;;356.412093;356.520023;0.10793;0.107714;0.000216;-0.107498
9585;356.520023;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;356.520023;356.520239;0.000216;0.000151;6.5E-05;-8.6E-05
9586;356.520239;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;356.520239;356.520304;6.5E-05;-0.005214;0.005279;0.010493
9587;356.520304;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=7172 Ack=7726 Win=65792 Len=0;;;356.520304;356.525583;0.005279;-0.242221;0.2475;0.489721
9588;356.525583;192.168.1.7;52.188.144.172;TLSv1.2;662;Application Data;;;356.525583;356.773083;0.2475;0.167064;0.080436;-0.086628
9589;356.773083;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=7726 Ack=7780 Win=16384 Len=0;;;356.773083;356.853519;0.080436;0.080249;0.000187;-0.080062
9590;356.853519;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;356.853519;356.853706;0.000187;0.000129;5.8E-05;-7.1E-05
9591;356.853706;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;356.853706;356.853764;5.8E-05;-0.002298;0.002356;0.004654
9592;356.853764;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=7780 Ack=8049 Win=65536 Len=0;;;356.853764;356.85612;0.002356;-0.246423;0.248779;0.495202
9593;356.85612;192.168.1.7;52.188.144.172;TLSv1.2;704;Application Data;;;356.85612;357.104899;0.248779;0.058389;0.19039;0.132001
9595;357.104899;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=8049 Ack=8430 Win=16384 Len=0;;;357.104899;357.295289;0.19039;0.190225;0.000165;-0.19006
9596;357.295289;52.188.144.172;192.168.1.7;TLSv1.2;335;Application Data;;;357.295289;357.295454;0.000165;0.000112;5.3E-05;-5.9E-05
9597;357.295454;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;357.295454;357.295507;5.3E-05;-0.002287;0.00234;0.004627
9598;357.295507;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=8430 Ack=8372 Win=65024 Len=0;;;357.295507;357.297847;0.00234;-0.251194;0.253534;0.504728
9599;357.297847;192.168.1.7;52.188.144.172;TLSv1.2;662;Application Data;;;357.297847;357.551381;0.253534;0.18256;0.070974;-0.111586
9600;357.551381;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=8372 Ack=9038 Win=16384 Len=0;;;357.551381;357.622355;0.070974;0.070786;0.000188;-0.070598
9601;357.622355;52.188.144.172;192.168.1.7;TLSv1.2;343;Application Data;;;357.622355;357.622543;0.000188;0.000129;5.9E-05;-7E-05
9602;357.622543;52.188.144.172;192.168.1.7;TLSv1.2;86;Application Data;;;357.622543;357.622602;5.9E-05;-5.5E-05;0.000114;0.000169
9603;357.622602;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=9038 Ack=8693 Win=64768 Len=0;;;357.622602;357.622716;0.000114;5E-05;6.4E-05;1.4E-05
9604;357.622716;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;357.622716;357.62278;6.4E-05;2.7E-05;3.7E-05;1E-05
9605;357.62278;52.188.144.172;192.168.1.7;TLSv1.2;85;Application Data;;;357.62278;357.622817;3.7E-05;-2.1E-05;5.8E-05;7.9E-05
9606;357.622817;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=9038 Ack=8766 Win=64768 Len=0;;;357.622817;357.622875;5.8E-05;-0.001897;0.001955;0.003852
9607;357.622875;52.188.144.172;192.168.1.7;TLSv1.2;88;Application Data;;;357.622875;357.62483;0.001955;-0.245013;0.246968;0.491981
9608;357.62483;192.168.1.7;52.188.144.172;TLSv1.2;662;Application Data;;;357.62483;357.871798;0.246968;0.138902;0.108066;-0.030836
9609;357.871798;52.188.144.172;192.168.1.7;TCP;56;443  >  62891 [ACK] Seq=8800 Ack=9646 Win=16384 Len=0;;;357.871798;357.979864;0.108066;0.107875;0.000191;-0.107684
9610;357.979864;52.188.144.172;192.168.1.7;TLSv1.2;343;Application Data;;;357.979864;357.980055;0.000191;0.000144;4.7E-05;-9.7E-05
9611;357.980055;52.188.144.172;192.168.1.7;TLSv1.2;86;Application Data;;;357.980055;357.980102;4.7E-05;-3E-05;7.7E-05;0.000107
9612;357.980102;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=9646 Ack=9121 Win=66048 Len=0;;;357.980102;357.980179;7.7E-05;1.6E-05;6.1E-05;4.5E-05
9613;357.980179;52.188.144.172;192.168.1.7;TLSv1.2;96;Application Data;;;357.980179;357.98024;6.1E-05;3E-05;3.1E-05;1E-06
9614;357.98024;52.188.144.172;192.168.1.7;TLSv1.2;85;Application Data;;;357.98024;357.980271;3.1E-05;-1.8E-05;4.9E-05;6.7E-05
9615;357.980271;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=9646 Ack=9194 Win=66048 Len=0;;;357.980271;357.98032;4.9E-05;-0.051267;0.051316;0.102583
9616;357.98032;52.188.144.172;192.168.1.7;TLSv1.2;88;Application Data;;;357.98032;358.031636;0.051316;-0.861089;0.912405;1.773494
9617;358.031636;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=9646 Ack=9228 Win=66048 Len=0;;;358.031636;358.944041;0.912405;0.87036;0.042045;-0.828315
9618;358.944041;157.240.218.60;192.168.1.7;TLSv1.2;287;Application Data;;;358.944041;358.986086;0.042045;-1.533905;1.57595;3.109855
9619;358.986086;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=25996 Win=259 Len=0;;;358.986086;360.562036;1.57595;1.575793;0.000157;-1.575636
