No.;Time;Source;Destination;Protocol;Length;Info;;;time 1;time 2;Delay;Delay 1;Delay 2;jitter 
7704;161.925326;192.168.1.7;36.91.232.97;TCP;66;[TCP Dup ACK 7702#1] 62866  >  443 [ACK] Seq=1276 Ack=113228 Win=66560 Len=0 SLE=113189 SRE=113228;;;161.925326;163.496763;1.571437;1.519017;0.05242;-1.466597
7705;163.496763;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;163.496763;163.549183;0.05242;-5.67448;5.7269;11.40138
7706;163.549183;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=10990 Win=260 Len=0;;;163.549183;169.276083;5.7269;5.726333;0.000567;-5.725766
7707;169.276083;192.168.1.7;13.68.168.63;TLSv1.2;373;Application Data;;;169.276083;169.27665;0.000567;-0.250959;0.251526;0.502485
7708;169.27665;192.168.1.7;13.68.168.63;TLSv1.2;356;Application Data;;;169.27665;169.528176;0.251526;-1.759688;2.011214;3.770902
7709;169.528176;13.68.168.63;192.168.1.7;TCP;56;443  >  62624 [ACK] Seq=191 Ack=1243 Win=14 Len=0;;;169.528176;171.53939;2.011214;2.00896;0.002254;-2.006706
7719;171.53939;157.240.218.60;192.168.1.7;TLSv1.2;287;Application Data;;;171.53939;171.541644;0.002254;-0.01988;0.022134;0.042014
7720;171.541644;192.168.1.7;35.186.224.39;TLSv1.2;97;Application Data;;;171.541644;171.563778;0.022134;-0.004887;0.027021;0.031908
7721;171.563778;35.186.224.39;192.168.1.7;TCP;56;443  >  49752 [ACK] Seq=201 Ack=259 Win=272 Len=0;;;171.563778;171.590799;0.027021;-0.014902;0.041923;0.056825
7722;171.590799;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=11223 Win=259 Len=0;;;171.590799;171.632722;0.041923;-0.002552;0.044475;0.047027
7723;171.632722;35.186.224.39;192.168.1.7;TLSv1.2;94;Application Data;;;171.632722;171.677197;0.044475;-1.141331;1.185806;2.327137
7724;171.677197;192.168.1.7;35.186.224.39;TCP;54;49752  >  443 [ACK] Seq=259 Ack=241 Win=251 Len=0;;;171.677197;172.863003;1.185806;1.063955;0.121851;-0.942104
7726;172.863003;192.168.1.7;31.13.68.60;TLSv1.3;93;Application Data;;;172.863003;172.984854;0.121851;0.075574;0.046277;-0.029297
7727;172.984854;31.13.68.60;192.168.1.7;TLSv1.3;93;Application Data;;;172.984854;173.031131;0.046277;-3.393979;3.440256;6.834235
7728;173.031131;192.168.1.7;31.13.68.60;TCP;54;62869  >  443 [ACK] Seq=2311 Ack=837 Win=65792 Len=0;;;173.031131;176.471387;3.440256;3.413637;0.026619;-3.387018
7729;176.471387;192.168.1.7;35.186.224.47;TLSv1.2;89;Application Data;;;176.471387;176.498006;0.026619;-0.030289;0.056908;0.087197
7730;176.498006;35.186.224.47;192.168.1.7;TCP;56;443  >  49748 [ACK] Seq=156 Ack=211 Win=266 Len=0;;;176.498006;176.554914;0.056908;0.004742;0.052166;0.047424
7731;176.554914;35.186.224.47;192.168.1.7;TLSv1.2;85;Application Data;;;176.554914;176.60708;0.052166;-2.021748;2.073914;4.095662
7732;176.60708;192.168.1.7;35.186.224.47;TCP;54;49748  >  443 [ACK] Seq=211 Ack=187 Win=255 Len=0;;;176.60708;178.680994;2.073914;2.073697;0.000217;-2.07348
7734;178.680994;157.240.218.60;192.168.1.7;TLSv1.2;271;Application Data;;;178.680994;178.681211;0.000217;0.000161;5.6E-05;-0.000105
7735;178.681211;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;178.681211;178.681267;5.6E-05;-1.446237;1.446293;2.89253
7736;178.681267;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=11618 Win=257 Len=0;;;178.681267;180.12756;1.446293;1.44586;0.000433;-1.445427
7741;180.12756;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;180.12756;180.127993;0.000433;0.000399;3.4E-05;-0.000365
7745;180.127993;157.240.218.60;192.168.1.7;TCP;232;[TCP Retransmission] 443  >  62691 [PSH, ACK] Seq=11618 Ack=110 Win=728 Len=178;;;180.127993;180.128027;3.4E-05;-0.555116;0.55515;1.110266
7746;180.128027;192.168.1.7;157.240.218.60;TCP;66;62691  >  443 [ACK] Seq=110 Ack=11796 Win=257 Len=0 SLE=11618 SRE=11796;;;180.128027;180.683177;0.55515;0.497453;0.057697;-0.439756
7752;180.683177;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;180.683177;180.740874;0.057697;-2.653108;2.710805;5.363913
7753;180.740874;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=11893 Win=256 Len=0;;;180.740874;183.451679;2.710805;2.655659;0.055146;-2.600513
7760;183.451679;192.168.1.7;20.197.71.89;TLSv1.2;98;Application Data;;;183.451679;183.506825;0.055146;0.000611;0.054535;0.053924
7761;183.506825;20.197.71.89;192.168.1.7;TLSv1.2;229;Application Data;;;183.506825;183.56136;0.054535;-0.469163;0.523698;0.992861
7762;183.56136;192.168.1.7;20.197.71.89;TCP;54;49730  >  443 [ACK] Seq=221 Ack=876 Win=255 Len=0;;;183.56136;184.085058;0.523698;0.468042;0.055656;-0.412386
7763;184.085058;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;184.085058;184.140714;0.055656;-3.207086;3.262742;6.469828
7764;184.140714;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=11990 Win=256 Len=0;;;184.140714;187.403456;3.262742;3.214995;0.047747;-3.167248
7765;187.403456;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;187.403456;187.451203;0.047747;-5.900003;5.94775;11.847753
7766;187.451203;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=12087 Win=255 Len=0;;;187.451203;193.398953;5.94775;5.905654;0.042096;-5.863558
7767;193.398953;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;193.398953;193.441049;0.042096;-1.143434;1.18553;2.328964
7768;193.441049;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=12184 Win=261 Len=0;;;193.441049;194.626579;1.18553;1.131208;0.054322;-1.076886
7769;194.626579;157.240.218.60;192.168.1.7;TLSv1.2;287;Application Data;;;194.626579;194.680901;0.054322;-6.901068;6.95539;13.856458
7770;194.680901;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=12417 Win=260 Len=0;;;194.680901;201.636291;6.95539;6.927095;0.028295;-6.8988
7792;201.636291;192.168.1.7;35.186.224.39;TLSv1.2;97;Application Data;;;201.636291;201.664586;0.028295;-0.036364;0.064659;0.101023
7793;201.664586;35.186.224.39;192.168.1.7;TCP;56;443  >  49752 [ACK] Seq=241 Ack=302 Win=272 Len=0;;;201.664586;201.729245;0.064659;0.018429;0.04623;0.027801
7794;201.729245;35.186.224.39;192.168.1.7;TLSv1.2;94;Application Data;;;201.729245;201.775475;0.04623;-2.47521;2.52144;4.99665
7795;201.775475;192.168.1.7;35.186.224.39;TCP;54;49752  >  443 [ACK] Seq=302 Ack=281 Win=251 Len=0;;;201.775475;204.296915;2.52144;2.437211;0.084229;-2.352982
7798;204.296915;192.168.1.7;104.199.240.237;TCP;65;49739  >  4070 [PSH, ACK] Seq=12 Ack=34 Win=253 Len=11;;;204.296915;204.381144;0.084229;0.040413;0.043816;0.003403
7799;204.381144;104.199.240.237;192.168.1.7;TCP;65;4070  >  49739 [PSH, ACK] Seq=34 Ack=23 Win=16 Len=11;;;204.381144;204.42496;0.043816;-2.255775;2.299591;4.555366
7800;204.42496;192.168.1.7;104.199.240.237;TCP;54;49739  >  4070 [ACK] Seq=23 Ack=45 Win=253 Len=0;;;204.42496;206.724551;2.299591;2.251839;0.047752;-2.204087
7804;206.724551;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;206.724551;206.772303;0.047752;-0.178433;0.226185;0.404618
7805;206.772303;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=12514 Win=259 Len=0;;;206.772303;206.998488;0.226185;0.175661;0.050524;-0.125137
7807;206.998488;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;206.998488;207.049012;0.050524;-0.383764;0.434288;0.818052
7808;207.049012;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=12611 Win=259 Len=0;;;207.049012;207.4833;0.434288;0.358736;0.075552;-0.283184
7809;207.4833;192.168.1.7;35.186.224.47;TLSv1.2;89;Application Data;;;207.4833;207.558852;0.075552;0.069317;0.006235;-0.063082
7810;207.558852;35.186.224.47;192.168.1.7;TCP;56;443  >  49748 [ACK] Seq=187 Ack=246 Win=266 Len=0;;;207.558852;207.565087;0.006235;-0.034263;0.040498;0.074761
7811;207.565087;35.186.224.47;192.168.1.7;TLSv1.2;85;Application Data;;;207.565087;207.605585;0.040498;-2.609194;2.649692;5.258886
7812;207.605585;192.168.1.7;35.186.224.47;TCP;54;49748  >  443 [ACK] Seq=246 Ack=218 Win=255 Len=0;;;207.605585;210.255277;2.649692;2.627899;0.021793;-2.606106
7830;210.255277;192.168.1.7;74.125.24.102;TCP;66;62873  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;210.255277;210.27707;0.021793;0.021411;0.000382;-0.021029
7835;210.27707;74.125.24.102;192.168.1.7;TCP;66;443  >  62873 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 WS=256;;;210.27707;210.277452;0.000382;-0.004299;0.004681;0.00898
7836;210.277452;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0;;;210.277452;210.282133;0.004681;-0.019224;0.023905;0.043129
7837;210.282133;192.168.1.7;74.125.24.102;TLSv1.3;571;Client Hello;;;210.282133;210.306038;0.023905;0.023732;0.000173;-0.023559
7838;210.306038;74.125.24.102;192.168.1.7;TCP;54;443  >  62873 [ACK] Seq=1 Ack=518 Win=66816 Len=0;;;210.306038;210.306211;0.000173;-4.8E-05;0.000221;0.000269
7839;210.306211;74.125.24.102;192.168.1.7;TLSv1.3;1484;Server Hello, Change Cipher Spec;;;210.306211;210.306432;0.000221;0.000137;8.4E-05;-5.3E-05
7840;210.306432;74.125.24.102;192.168.1.7;TCP;1484;443  >  62873 [PSH, ACK] Seq=1431 Ack=518 Win=66816 Len=1430 [TCP segment of a reassembled PDU];;;210.306432;210.306516;8.4E-05;-1.3E-05;9.7E-05;0.00011
7841;210.306516;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=518 Ack=2861 Win=65536 Len=0;;;210.306516;210.306613;9.7E-05;-0.000178;0.000275;0.000453
7842;210.306613;74.125.24.102;192.168.1.7;TCP;1484;443  >  62873 [ACK] Seq=2861 Ack=518 Win=66816 Len=1430 [TCP segment of a reassembled PDU];;;210.306613;210.306888;0.000275;0.000206;6.9E-05;-0.000137
7843;210.306888;74.125.24.102;192.168.1.7;TCP;1484;443  >  62873 [PSH, ACK] Seq=4291 Ack=518 Win=66816 Len=1430 [TCP segment of a reassembled PDU];;;210.306888;210.306957;6.9E-05;-5E-06;7.4E-05;7.9E-05
7844;210.306957;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=518 Ack=5721 Win=65536 Len=0;;;210.306957;210.307031;7.4E-05;-0.032482;0.032556;0.065038
7845;210.307031;74.125.24.102;192.168.1.7;TLSv1.3;1006;Application Data;;;210.307031;210.339587;0.032556;0.030581;0.001975;-0.028606
7846;210.339587;192.168.1.7;74.125.24.102;TLSv1.3;118;Change Cipher Spec, Application Data;;;210.339587;210.341562;0.001975;0.001812;0.000163;-0.001649
7847;210.341562;192.168.1.7;74.125.24.102;TLSv1.3;224;Application Data;;;210.341562;210.341725;0.000163;-0.022185;0.022348;0.044533
7848;210.341725;192.168.1.7;74.125.24.102;TLSv1.3;427;Application Data;;;210.341725;210.364073;0.022348;0.022106;0.000242;-0.021864
7849;210.364073;74.125.24.102;192.168.1.7;TLSv1.3;662;Application Data, Application Data;;;210.364073;210.364315;0.000242;8.3E-05;0.000159;7.6E-05
7850;210.364315;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1125 Ack=7281 Win=65536 Len=0;;;210.364315;210.364474;0.000159;0.000101;5.8E-05;-4.3E-05
7851;210.364474;74.125.24.102;192.168.1.7;TCP;56;443  >  62873 [ACK] Seq=7281 Ack=1125 Win=68864 Len=0;;;210.364474;210.364532;5.8E-05;-0.00013;0.000188;0.000318
7852;210.364532;74.125.24.102;192.168.1.7;TLSv1.3;85;Application Data;;;210.364532;210.36472;0.000188;0.000119;6.9E-05;-5E-05
7853;210.36472;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1125 Ack=7312 Win=65536 Len=0;;;210.36472;210.364789;6.9E-05;-1.5E-05;8.4E-05;9.9E-05
7854;210.364789;74.125.24.102;192.168.1.7;TLSv1.3;648;Application Data;;;210.364789;210.364873;8.4E-05;2E-06;8.2E-05;8E-05
7855;210.364873;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.364873;210.364955;8.2E-05;1.6E-05;6.6E-05;5E-05
7856;210.364955;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1125 Ack=9336 Win=65536 Len=0;;;210.364955;210.365021;6.6E-05;-1.2E-05;7.8E-05;9E-05
7857;210.365021;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.365021;210.365099;7.8E-05;3E-05;4.8E-05;1.8E-05
7858;210.365099;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.365099;210.365147;4.8E-05;-3E-05;7.8E-05;0.000108
7859;210.365147;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1125 Ack=12196 Win=65536 Len=0;;;210.365147;210.365225;7.8E-05;6E-06;7.2E-05;6.6E-05
7860;210.365225;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.365225;210.365297;7.2E-05;2.3E-05;4.9E-05;2.6E-05
7861;210.365297;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.365297;210.365346;4.9E-05;-0.000311;0.00036;0.000671
7862;210.365346;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1125 Ack=15056 Win=65536 Len=0;;;210.365346;210.365706;0.00036;-0.000513;0.000873;0.001386
7863;210.365706;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.365706;210.366579;0.000873;-0.006492;0.007365;0.013857
7864;210.366579;192.168.1.7;74.125.24.102;TLSv1.3;85;Application Data;;;210.366579;210.373944;0.007365;0.007096;0.000269;-0.006827
7866;210.373944;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.373944;210.374213;0.000269;-1.6E-05;0.000285;0.000301
7867;210.374213;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=17916 Win=65536 Len=0;;;210.374213;210.374498;0.000285;0.000208;7.7E-05;-0.000131
7868;210.374498;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.374498;210.374575;7.7E-05;9E-06;6.8E-05;5.9E-05
7869;210.374575;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=19346 Win=65536 Len=0;;;210.374575;210.374643;6.8E-05;1.5E-05;5.3E-05;3.8E-05
7870;210.374643;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.374643;210.374696;5.3E-05;-8E-06;6.1E-05;6.9E-05
7871;210.374696;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=20776 Win=65536 Len=0;;;210.374696;210.374757;6.1E-05;1E-05;5.1E-05;4.1E-05
7872;210.374757;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.374757;210.374808;5.1E-05;-0.000122;0.000173;0.000295
7873;210.374808;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=22206 Win=65536 Len=0;;;210.374808;210.374981;0.000173;0.000116;5.7E-05;-5.9E-05
7874;210.374981;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data;;;210.374981;210.375038;5.7E-05;-6E-06;6.3E-05;6.9E-05
7875;210.375038;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=23636 Win=65536 Len=0;;;210.375038;210.375101;6.3E-05;9E-06;5.4E-05;4.5E-05
7876;210.375101;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data [TCP segment of a reassembled PDU];;;210.375101;210.375155;5.4E-05;-1E-05;6.4E-05;7.4E-05
7877;210.375155;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=25066 Win=65536 Len=0;;;210.375155;210.375219;6.4E-05;3E-06;6.1E-05;5.8E-05
7878;210.375219;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data [TCP segment of a reassembled PDU];;;210.375219;210.37528;6.1E-05;-3E-06;6.4E-05;6.7E-05
7879;210.37528;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=26496 Win=65536 Len=0;;;210.37528;210.375344;6.4E-05;3E-06;6.1E-05;5.8E-05
7880;210.375344;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data [TCP segment of a reassembled PDU];;;210.375344;210.375405;6.1E-05;-1E-06;6.2E-05;6.3E-05
7881;210.375405;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=27926 Win=65536 Len=0;;;210.375405;210.375467;6.2E-05;-1E-06;6.3E-05;6.4E-05
7882;210.375467;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data [TCP segment of a reassembled PDU];;;210.375467;210.37553;6.3E-05;1E-06;6.2E-05;6.1E-05
7883;210.37553;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=29356 Win=65536 Len=0;;;210.37553;210.375592;6.2E-05;4E-06;5.8E-05;5.4E-05
7884;210.375592;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data [TCP segment of a reassembled PDU];;;210.375592;210.37565;5.8E-05;-2.9E-05;8.7E-05;0.000116
7885;210.37565;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=30786 Win=65536 Len=0;;;210.37565;210.375737;8.7E-05;2E-06;8.5E-05;8.3E-05
7886;210.375737;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data [TCP segment of a reassembled PDU];;;210.375737;210.375822;8.5E-05;-0.013575;0.01366;0.027235
7887;210.375822;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=32216 Win=65536 Len=0;;;210.375822;210.389482;0.01366;0.013466;0.000194;-0.013272
7888;210.389482;74.125.24.102;192.168.1.7;TLSv1.3;1484;Application Data [TCP segment of a reassembled PDU];;;210.389482;210.389676;0.000194;-0.000231;0.000425;0.000656
7889;210.389676;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1156 Ack=33646 Win=65536 Len=0;;;210.389676;210.390101;0.000425;0.000259;0.000166;-9.3E-05
7890;210.390101;74.125.24.102;192.168.1.7;TLSv1.3;299;Application Data, Application Data, Application Data;;;210.390101;210.390267;0.000166;-0.000126;0.000292;0.000418
7891;210.390267;74.125.24.102;192.168.1.7;TCP;56;443  >  62873 [ACK] Seq=33891 Ack=1156 Win=68864 Len=0;;;210.390267;210.390559;0.000292;-0.023625;0.023917;0.047542
7892;210.390559;192.168.1.7;74.125.24.102;TLSv1.3;93;Application Data;;;210.390559;210.414476;0.023917;-0.018914;0.042831;0.061745
7899;210.414476;74.125.24.102;192.168.1.7;TCP;56;443  >  62873 [ACK] Seq=33891 Ack=1195 Win=68864 Len=0;;;210.414476;210.457307;0.042831;0.040327;0.002504;-0.037823
7905;210.457307;192.168.1.7;74.125.24.102;TLSv1.3;93;Application Data;;;210.457307;210.459811;0.002504;0.002359;0.000145;-0.002214
7906;210.459811;192.168.1.7;74.125.24.102;TLSv1.3;78;Application Data;;;210.459811;210.459956;0.000145;-0.017044;0.017189;0.034233
7907;210.459956;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [FIN, ACK] Seq=1258 Ack=33891 Win=65280 Len=0;;;210.459956;210.477145;0.017189;0.015586;0.001603;-0.013983
7908;210.477145;74.125.24.102;192.168.1.7;TCP;56;443  >  62873 [ACK] Seq=33891 Ack=1234 Win=68864 Len=0;;;210.477145;210.478748;0.001603;0.001473;0.00013;-0.001343
7911;210.478748;74.125.24.102;192.168.1.7;TCP;54;443  >  62873 [FIN, ACK] Seq=33891 Ack=1258 Win=68864 Len=0;;;210.478748;210.478878;0.00013;2.84217E-14;0.00013;0.00013
7912;210.478878;192.168.1.7;74.125.24.102;TCP;54;62873  >  443 [ACK] Seq=1259 Ack=33892 Win=65280 Len=0;;;210.478878;210.479008;0.00013;9E-05;4E-05;-5E-05
7913;210.479008;74.125.24.102;192.168.1.7;TCP;56;[TCP Keep-Alive] 443  >  62873 [ACK] Seq=33891 Ack=1258 Win=68864 Len=0;;;210.479008;210.479048;4E-05;-3.7E-05;7.7E-05;0.000114
7914;210.479048;192.168.1.7;74.125.24.102;TCP;54;[TCP Keep-Alive ACK] 62873  >  443 [ACK] Seq=1259 Ack=33892 Win=65280 Len=0;;;210.479048;210.479125;7.7E-05;-3.93986;3.939937;7.879797
7915;210.479125;74.125.24.102;192.168.1.7;TCP;56;443  >  62873 [ACK] Seq=33892 Ack=1259 Win=68864 Len=0;;;210.479125;214.419062;3.939937;3.914808;0.025129;-3.889679
7978;214.419062;192.168.1.7;35.197.154.200;TCP;66;62874  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;214.419062;214.444191;0.025129;0.024912;0.000217;-0.024695
7983;214.444191;35.197.154.200;192.168.1.7;TCP;66;443  >  62874 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1420 SACK_PERM=1 WS=512;;;214.444191;214.444408;0.000217;-0.003685;0.003902;0.007587
7984;214.444408;192.168.1.7;35.197.154.200;TCP;54;62874  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0;;;214.444408;214.44831;0.003902;-0.023643;0.027545;0.051188
7986;214.44831;192.168.1.7;35.197.154.200;TLSv1.2;672;Client Hello;;;214.44831;214.475855;0.027545;0.027406;0.000139;-0.027267
7987;214.475855;35.197.154.200;192.168.1.7;TCP;54;443  >  62874 [ACK] Seq=1 Ack=619 Win=67072 Len=0;;;214.475855;214.475994;0.000139;-1.1E-05;0.00015;0.000161
7988;214.475994;35.197.154.200;192.168.1.7;TLSv1.2;1474;Server Hello;;;214.475994;214.476144;0.00015;7.3E-05;7.7E-05;4E-06
7989;214.476144;35.197.154.200;192.168.1.7;TCP;1474;443  >  62874 [PSH, ACK] Seq=1421 Ack=619 Win=67072 Len=1420 [TCP segment of a reassembled PDU];;;214.476144;214.476221;7.7E-05;-0.00039;0.000467;0.000857
7990;214.476221;192.168.1.7;35.197.154.200;TCP;54;62874  >  443 [ACK] Seq=619 Ack=2841 Win=66560 Len=0;;;214.476221;214.476688;0.000467;0.000334;0.000133;-0.000201
7991;214.476688;35.197.154.200;192.168.1.7;TCP;1310;443  >  62874 [PSH, ACK] Seq=2841 Ack=619 Win=67072 Len=1256 [TCP segment of a reassembled PDU];;;214.476688;214.476821;0.000133;8E-05;5.3E-05;-2.7E-05
7992;214.476821;35.197.154.200;192.168.1.7;TLSv1.2;733;Certificate, Server Key Exchange, Server Hello Done;;;214.476821;214.476874;5.3E-05;-0.008789;0.008842;0.017631
7993;214.476874;192.168.1.7;35.197.154.200;TCP;54;62874  >  443 [ACK] Seq=619 Ack=4776 Win=66560 Len=0;;;214.476874;214.485716;0.008842;-0.017781;0.026623;0.044404
7994;214.485716;192.168.1.7;35.197.154.200;TLSv1.2;147;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;214.485716;214.512339;0.026623;0.026353;0.00027;-0.026083
7995;214.512339;35.197.154.200;192.168.1.7;TCP;56;443  >  62874 [ACK] Seq=4776 Ack=712 Win=67072 Len=0;;;214.512339;214.512609;0.00027;-0.001243;0.001513;0.002756
7996;214.512609;35.197.154.200;192.168.1.7;TLSv1.2;344;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;214.512609;214.514122;0.001513;-0.027635;0.029148;0.056783
7997;214.514122;192.168.1.7;35.197.154.200;TLSv1.2;1081;Application Data;;;214.514122;214.54327;0.029148;0.028834;0.000314;-0.02852
7998;214.54327;35.197.154.200;192.168.1.7;TCP;56;443  >  62874 [ACK] Seq=5066 Ack=1739 Win=69120 Len=0;;;214.54327;214.543584;0.000314;-0.046022;0.046336;0.092358
7999;214.543584;35.197.154.200;192.168.1.7;TLSv1.2;638;Application Data;;;214.543584;214.58992;0.046336;-2.687387;2.733723;5.42111
8000;214.58992;192.168.1.7;35.197.154.200;TCP;54;62874  >  443 [ACK] Seq=1739 Ack=5650 Win=65792 Len=0;;;214.58992;217.323643;2.733723;2.683463;0.05026;-2.633203
8265;217.323643;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;217.323643;217.373903;0.05026;-2.948941;2.999201;5.948142
8266;217.373903;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=110 Ack=12789 Win=258 Len=0;;;217.373903;220.373104;2.999201;2.995671;0.00353;-2.992141
